"Vi(DAC)","Vo(ADC-s0)","Vo(ADC-s1)","Vo(ADC-s2)","Vo(ADC-s3)","Vo(ADC-s4)","Vo(ADC-s5)","Vo(ADC-s6)","Vo(ADC-s7)"
2.441406,0,0,0,0,0,0,0,5
2.446289,0,0,0,0,0,0,0,5
2.451172,0,0,0,0,0,0,0,5
2.456055,0,0,0,0,0,0,0,5
2.460938,5,0,0,0,0,0,0,5
2.465821,5,0,0,0,0,0,0,5
2.470703,5,0,0,0,0,0,0,5
2.475586,5,0,0,0,0,0,0,5
2.480469,0,5,0,0,0,0,0,5
2.485352,0,5,0,0,0,0,0,5
2.490235,0,5,0,0,0,0,0,5
2.495117,5,5,0,0,0,0,0,5
2.500000,5,5,0,0,0,0,0,5
2.504883,5,5,0,0,0,0,0,5
2.509766,5,5,0,0,0,0,0,5
2.514649,5,5,0,0,0,0,0,5
2.519531,0,0,5,0,0,0,0,5
2.524414,0,0,5,0,0,0,0,5
2.529297,0,0,5,0,0,0,0,5
2.534180,5,0,5,0,0,0,0,5
2.539063,5,0,5,0,0,0,0,5
2.543946,5,0,5,0,0,0,0,5
2.548828,0,5,5,0,0,0,0,5
2.553711,0,5,5,0,0,0,0,5
2.558594,0,5,5,0,0,0,0,5
2.563477,0,5,5,0,0,0,0,5
2.568360,5,5,5,0,0,0,0,5
2.573242,5,5,5,0,0,0,0,5
2.578125,5,5,5,0,0,0,0,5
2.583008,5,5,5,0,0,0,0,5
2.587891,5,5,5,0,0,0,0,5
2.592774,0,0,0,5,0,0,0,5
2.597656,0,0,0,5,0,0,0,5
2.602539,0,0,0,5,0,0,0,5
2.607422,0,0,0,5,0,0,0,5
2.612305,5,0,0,5,0,0,0,5
2.617188,5,0,0,5,0,0,0,5
2.622071,5,0,0,5,0,0,0,5
2.626953,5,0,0,5,0,0,0,5
2.631836,0,5,0,5,0,0,0,5
2.636719,0,5,0,5,0,0,0,5
2.641602,0,5,0,5,0,0,0,5
2.646485,5,5,0,5,0,0,0,5
2.651367,5,5,0,5,0,0,0,5
2.656250,5,5,0,5,0,0,0,5
2.661133,5,5,0,5,0,0,0,5
2.666016,0,0,5,5,0,0,0,5
2.670899,0,0,5,5,0,0,0,5
2.675782,0,0,5,5,0,0,0,5
2.680664,0,0,5,5,0,0,0,5
2.685547,0,0,5,5,0,0,0,5
2.690430,5,0,5,5,0,0,0,5
2.695313,5,0,5,5,0,0,0,5
2.700196,5,0,5,5,0,0,0,5
2.705078,0,5,5,5,0,0,0,5
2.709961,0,5,5,5,0,0,0,5
2.714844,0,5,5,5,0,0,0,5
2.719727,5,5,5,5,0,0,0,5
2.724610,5,5,5,5,0,0,0,5
2.729492,5,5,5,5,0,0,0,5
2.734375,5,5,5,5,0,0,0,5
2.739258,5,5,5,5,0,0,0,5
2.744141,5,5,5,5,0,0,0,5
2.749024,0,0,0,0,5,0,0,5
2.753907,0,0,0,0,5,0,0,5
2.758789,0,0,0,0,5,0,0,5
2.763672,5,0,0,0,5,0,0,5
2.768555,5,0,0,0,5,0,0,5
2.773438,5,0,0,0,5,0,0,5
2.778321,5,0,0,0,5,0,0,5
2.783203,0,5,0,0,5,0,0,5
2.788086,0,5,0,0,5,0,0,5
2.792969,0,5,0,0,5,0,0,5
2.797852,5,5,0,0,5,0,0,5
2.802735,5,5,0,0,5,0,0,5
2.807617,5,5,0,0,5,0,0,5
2.812500,5,5,0,0,5,0,0,5
2.817383,5,5,0,0,5,0,0,5
2.822266,0,0,5,0,5,0,0,5
2.827149,0,0,5,0,5,0,0,5
2.832032,0,0,5,0,5,0,0,5
2.836914,0,0,5,0,5,0,0,5
2.841797,5,0,5,0,5,0,0,5
2.846680,5,0,5,0,5,0,0,5
2.851563,5,0,5,0,5,0,0,5
2.856446,0,5,5,0,5,0,0,5
2.861328,0,5,5,0,5,0,0,5
2.866211,0,5,5,0,5,0,0,5
2.871094,0,5,5,0,5,0,0,5
2.875977,5,5,5,0,5,0,0,5
2.880860,5,5,5,0,5,0,0,5
2.885742,5,5,5,0,5,0,0,5
2.890625,0,0,0,5,5,0,0,5
2.895508,0,0,0,5,5,0,0,5
2.900391,0,0,0,5,5,0,0,5
2.905274,0,0,0,5,5,0,0,5
2.910157,0,0,0,5,5,0,0,5
2.915039,5,0,0,5,5,0,0,5
2.919922,5,0,0,5,5,0,0,5
2.924805,5,0,0,5,5,0,0,5
2.929688,5,0,0,5,5,0,0,5
2.934571,0,5,0,5,5,0,0,5
2.939453,0,5,0,5,5,0,0,5
2.944336,0,5,0,5,5,0,0,5
2.949219,5,5,0,5,5,0,0,5
2.954102,5,5,0,5,5,0,0,5
2.958985,5,5,0,5,5,0,0,5
2.963867,5,5,0,5,5,0,0,5
2.968750,0,0,5,5,5,0,0,5
2.973633,0,0,5,5,5,0,0,5
2.978516,0,0,5,5,5,0,0,5
2.983399,0,0,5,5,5,0,0,5
2.988282,0,0,5,5,5,0,0,5
2.993164,5,0,5,5,5,0,0,5
2.998047,5,0,5,5,5,0,0,5
3.002930,5,0,5,5,5,0,0,5
3.007813,0,5,5,5,5,0,0,5
3.012696,0,5,5,5,5,0,0,5
3.017578,0,5,5,5,5,0,0,5
3.022461,0,5,5,5,5,0,0,5
3.027344,5,5,5,5,5,0,0,5
3.032227,5,5,5,5,5,0,0,5
3.037110,5,5,5,5,5,0,0,5
3.041992,5,5,5,5,5,0,0,5
3.046875,5,5,5,5,5,0,0,5
3.051758,0,0,0,0,0,5,0,5
3.056641,0,0,0,0,0,5,0,5
3.061524,0,0,0,0,0,5,0,5
3.066407,0,0,0,0,0,5,0,5
3.071289,5,0,0,0,0,5,0,5
3.076172,5,0,0,0,0,5,0,5
3.081055,5,0,0,0,0,5,0,5
3.085938,5,0,0,0,0,5,0,5
3.090821,0,5,0,0,0,5,0,5
3.095703,0,5,0,0,0,5,0,5
3.100586,5,5,0,0,0,5,0,5
3.105469,5,5,0,0,0,5,0,5
3.110352,5,5,0,0,0,5,0,5
3.115235,5,5,0,0,0,5,0,5
3.120117,5,5,0,0,0,5,0,5
3.125000,0,0,5,0,0,5,0,5
3.129883,0,0,5,0,0,5,0,5
3.134766,0,0,5,0,0,5,0,5
3.139649,0,0,5,0,0,5,0,5
3.144532,5,0,5,0,0,5,0,5
3.149414,5,0,5,0,0,5,0,5
3.154297,5,0,5,0,0,5,0,5
3.159180,0,5,5,0,0,5,0,5
3.164063,0,5,5,0,0,5,0,5
3.168946,0,5,5,0,0,5,0,5
3.173828,0,5,5,0,0,5,0,5
3.178711,5,5,5,0,0,5,0,5
3.183594,5,5,5,0,0,5,0,5
3.188477,5,5,5,0,0,5,0,5
3.193360,5,5,5,0,0,5,0,5
3.198242,5,5,5,0,0,5,0,5
3.203125,0,0,0,5,0,5,0,5
3.208008,0,0,0,5,0,5,0,5
3.212891,0,0,0,5,0,5,0,5
3.217774,0,0,0,5,0,5,0,5
3.222657,5,0,0,5,0,5,0,5
3.227539,5,0,0,5,0,5,0,5
3.232422,5,0,0,5,0,5,0,5
3.237305,5,0,0,5,0,5,0,5
3.242188,0,5,0,5,0,5,0,5
3.247071,0,5,0,5,0,5,0,5
3.251953,0,5,0,5,0,5,0,5
3.256836,5,5,0,5,0,5,0,5
3.261719,5,5,0,5,0,5,0,5
3.266602,5,5,0,5,0,5,0,5
3.271485,0,0,5,5,0,5,0,5
3.276367,0,0,5,5,0,5,0,5
3.281250,0,0,5,5,0,5,0,5
3.286133,0,0,5,5,0,5,0,5
3.291016,0,0,5,5,0,5,0,5
3.295899,5,0,5,5,0,5,0,5
3.300782,5,0,5,5,0,5,0,5
3.305664,5,0,5,5,0,5,0,5
3.310547,5,0,5,5,0,5,0,5
3.315430,0,5,5,5,0,5,0,5
3.320313,0,5,5,5,0,5,0,5
3.325196,0,5,5,5,0,5,0,5
3.330078,0,5,5,5,0,5,0,5
3.334961,5,5,5,5,0,5,0,5
3.339844,5,5,5,5,0,5,0,5
3.344727,5,5,5,5,0,5,0,5
3.349610,0,0,0,0,5,5,0,5
3.354493,0,0,0,0,5,5,0,5
3.359375,0,0,0,0,5,5,0,5
3.364258,0,0,0,0,5,5,0,5
3.369141,0,0,0,0,5,5,0,5
3.374024,5,0,0,0,5,5,0,5
3.378907,5,0,0,0,5,5,0,5
3.383789,5,0,0,0,5,5,0,5
3.388672,5,0,0,0,5,5,0,5
3.393555,0,5,0,0,5,5,0,5
3.398438,0,5,0,0,5,5,0,5
3.403321,0,5,0,0,5,5,0,5
3.408203,5,5,0,0,5,5,0,5
3.413086,5,5,0,0,5,5,0,5
3.417969,5,5,0,0,5,5,0,5
3.422852,5,5,0,0,5,5,0,5
3.427735,5,5,0,0,5,5,0,5
3.432618,0,0,5,0,5,5,0,5
3.437500,0,0,5,0,5,5,0,5
3.442383,0,0,5,0,5,5,0,5
3.447266,0,0,5,0,5,5,0,5
3.452149,5,0,5,0,5,5,0,5
3.457032,5,0,5,0,5,5,0,5
3.461914,5,0,5,0,5,5,0,5
3.466797,0,5,5,0,5,5,0,5
3.471680,0,5,5,0,5,5,0,5
3.476563,0,5,5,0,5,5,0,5
3.481446,0,5,5,0,5,5,0,5
3.486328,5,5,5,0,5,5,0,5
3.491211,5,5,5,0,5,5,0,5
3.496094,5,5,5,0,5,5,0,5
3.500977,5,5,5,0,5,5,0,5
3.505860,0,0,0,5,5,5,0,5
3.510743,0,0,0,5,5,5,0,5
3.515625,0,0,0,5,5,5,0,5
3.520508,0,0,0,5,5,5,0,5
3.525391,5,0,0,5,5,5,0,5
3.530274,5,0,0,5,5,5,0,5
3.535157,5,0,0,5,5,5,0,5
3.540039,5,0,0,5,5,5,0,5
3.544922,5,0,0,5,5,5,0,5
3.549805,0,5,0,5,5,5,0,5
3.554688,0,5,0,5,5,5,0,5
3.559571,5,5,0,5,5,5,0,5
3.564453,5,5,0,5,5,5,0,5
3.569336,5,5,0,5,5,5,0,5
3.574219,5,5,0,5,5,5,0,5
3.579102,0,0,5,5,5,5,0,5
3.583985,0,0,5,5,5,5,0,5
3.588868,0,0,5,5,5,5,0,5
3.593750,0,0,5,5,5,5,0,5
3.598633,0,0,5,5,5,5,0,5
3.603516,5,0,5,5,5,5,0,5
3.608399,5,0,5,5,5,5,0,5
3.613282,5,0,5,5,5,5,0,5
3.618164,5,0,5,5,5,5,0,5
3.623047,0,5,5,5,5,5,0,5
3.627930,0,5,5,5,5,5,0,5
3.632813,0,5,5,5,5,5,0,5
3.637696,5,5,5,5,5,5,0,5
3.642578,5,5,5,5,5,5,0,5
3.647461,5,5,5,5,5,5,0,5
3.652344,5,5,5,5,5,5,0,5
3.657227,0,0,0,0,0,0,5,5
3.662110,0,0,0,0,0,0,5,5
3.666993,0,0,0,0,0,0,5,5
3.671875,0,0,0,0,0,0,5,5
3.676758,0,0,0,0,0,0,5,5
3.681641,5,0,0,0,0,0,5,5
3.686524,5,0,0,0,0,0,5,5
3.691407,5,0,0,0,0,0,5,5
3.696289,5,0,0,0,0,0,5,5
3.701172,0,5,0,0,0,0,5,5
3.706055,0,5,0,0,0,0,5,5
3.710938,0,5,0,0,0,0,5,5
3.715821,5,5,0,0,0,0,5,5
3.720703,5,5,0,0,0,0,5,5
3.725586,5,5,0,0,0,0,5,5
3.730469,5,5,0,0,0,0,5,5
3.735352,5,5,0,0,0,0,5,5
3.740235,0,0,5,0,0,0,5,5
3.745118,0,0,5,0,0,0,5,5
3.750000,0,0,5,0,0,0,5,5
3.754883,5,0,5,0,0,0,5,5
3.759766,5,0,5,0,0,0,5,5
3.764649,5,0,5,0,0,0,5,5
3.769532,5,0,5,0,0,0,5,5
3.774414,0,5,5,0,0,0,5,5
3.779297,0,5,5,0,0,0,5,5
3.784180,0,5,5,0,0,0,5,5
3.789063,0,5,5,0,0,0,5,5
3.793946,5,5,5,0,0,0,5,5
3.798828,5,5,5,0,0,0,5,5
3.803711,5,5,5,0,0,0,5,5
3.808594,5,5,5,0,0,0,5,5
3.813477,0,0,0,5,0,0,5,5
3.818360,0,0,0,5,0,0,5,5
3.823243,0,0,0,5,0,0,5,5
3.828125,0,0,0,5,0,0,5,5
3.833008,5,0,0,5,0,0,5,5
3.837891,5,0,0,5,0,0,5,5
3.842774,5,0,0,5,0,0,5,5
3.847657,5,0,0,5,0,0,5,5
3.852539,0,5,0,5,0,0,5,5
3.857422,0,5,0,5,0,0,5,5
3.862305,0,5,0,5,0,0,5,5
3.867188,5,5,0,5,0,0,5,5
3.872071,5,5,0,5,0,0,5,5
3.876953,5,5,0,5,0,0,5,5
3.881836,5,5,0,5,0,0,5,5
3.886719,0,0,5,5,0,0,5,5
3.891602,0,0,5,5,0,0,5,5
3.896485,0,0,5,5,0,0,5,5
3.901368,0,0,5,5,0,0,5,5
3.906250,0,0,5,5,0,0,5,5
3.911133,5,0,5,5,0,0,5,5
3.916016,5,0,5,5,0,0,5,5
3.920899,5,0,5,5,0,0,5,5
3.925782,0,5,5,5,0,0,5,5
3.930664,0,5,5,5,0,0,5,5
3.935547,0,5,5,5,0,0,5,5
3.940430,0,5,5,5,0,0,5,5
3.945313,5,5,5,5,0,0,5,5
3.950196,5,5,5,5,0,0,5,5
3.955079,5,5,5,5,0,0,5,5
3.959961,5,5,5,5,0,0,5,5
3.964844,5,5,5,5,0,0,5,5
3.969727,0,0,0,0,5,0,5,5
3.974610,0,0,0,0,5,0,5,5
3.979493,0,0,0,0,5,0,5,5
3.984375,5,0,0,0,5,0,5,5
3.989258,5,0,0,0,5,0,5,5
3.994141,5,0,0,0,5,0,5,5
3.999024,5,0,0,0,5,0,5,5
4.003907,0,5,0,0,5,0,5,5
4.008789,0,5,0,0,5,0,5,5
4.013672,0,5,0,0,5,0,5,5
4.018555,0,5,0,0,5,0,5,5
4.023438,5,5,0,0,5,0,5,5
4.028321,5,5,0,0,5,0,5,5
4.033204,5,5,0,0,5,0,5,5
4.038086,5,5,0,0,5,0,5,5
4.042969,0,0,5,0,5,0,5,5
4.047852,0,0,5,0,5,0,5,5
4.052735,0,0,5,0,5,0,5,5
4.057618,0,0,5,0,5,0,5,5
4.062500,5,0,5,0,5,0,5,5
4.067383,5,0,5,0,5,0,5,5
4.072266,5,0,5,0,5,0,5,5
4.077149,0,5,5,0,5,0,5,5
4.082032,0,5,5,0,5,0,5,5
4.086914,0,5,5,0,5,0,5,5
4.091797,0,5,5,0,5,0,5,5
4.096680,5,5,5,0,5,0,5,5
4.101563,5,5,5,0,5,0,5,5
4.106446,5,5,5,0,5,0,5,5
4.111329,5,5,5,0,5,0,5,5
4.116211,0,0,0,5,5,0,5,5
4.121094,0,0,0,5,5,0,5,5
4.125977,0,0,0,5,5,0,5,5
4.130860,0,0,0,5,5,0,5,5
4.135743,0,0,0,5,5,0,5,5
4.140625,5,0,0,5,5,0,5,5
4.145508,5,0,0,5,5,0,5,5
4.150391,5,0,0,5,5,0,5,5
4.155274,5,0,0,5,5,0,5,5
4.160157,0,5,0,5,5,0,5,5
4.165039,0,5,0,5,5,0,5,5
4.169922,0,5,0,5,5,0,5,5
4.174805,5,5,0,5,5,0,5,5
4.179688,5,5,0,5,5,0,5,5
4.184571,5,5,0,5,5,0,5,5
4.189454,5,5,0,5,5,0,5,5
4.194336,0,0,5,5,5,0,5,5
4.199219,0,0,5,5,5,0,5,5
4.204102,0,0,5,5,5,0,5,5
4.208985,0,0,5,5,5,0,5,5
4.213868,0,0,5,5,5,0,5,5
4.218750,5,0,5,5,5,0,5,5
4.223633,5,0,5,5,5,0,5,5
4.228516,5,0,5,5,5,0,5,5
4.233399,0,5,5,5,5,0,5,5
4.238282,0,5,5,5,5,0,5,5
4.243164,0,5,5,5,5,0,5,5
4.248047,0,5,5,5,5,0,5,5
4.252930,5,5,5,5,5,0,5,5
4.257813,5,5,5,5,5,0,5,5
4.262696,5,5,5,5,5,0,5,5
4.267579,0,0,0,0,0,5,5,5
4.272461,0,0,0,0,0,5,5,5
4.277344,0,0,0,0,0,5,5,5
4.282227,0,0,0,0,0,5,5,5
4.287110,0,0,0,0,0,5,5,5
4.291993,5,0,0,0,0,5,5,5
4.296875,5,0,0,0,0,5,5,5
4.301758,5,0,0,0,0,5,5,5
4.306641,5,0,0,0,0,5,5,5
4.311524,0,5,0,0,0,5,5,5
4.316407,0,5,0,0,0,5,5,5
4.321289,0,5,0,0,0,5,5,5
4.326172,5,5,0,0,0,5,5,5
4.331055,5,5,0,0,0,5,5,5
4.335938,5,5,0,0,0,5,5,5
4.340821,5,5,0,0,0,5,5,5
4.345704,5,5,0,0,0,5,5,5
4.350586,0,0,5,0,0,5,5,5
4.355469,0,0,5,0,0,5,5,5
4.360352,0,0,5,0,0,5,5,5
4.365235,0,0,5,0,0,5,5,5
4.370118,5,0,5,0,0,5,5,5
4.375000,5,0,5,0,0,5,5,5
4.379883,5,0,5,0,0,5,5,5
4.384766,0,5,5,0,0,5,5,5
4.389649,0,5,5,0,0,5,5,5
4.394532,0,5,5,0,0,5,5,5
4.399414,0,5,5,0,0,5,5,5
4.404297,5,5,5,0,0,5,5,5
4.409180,5,5,5,0,0,5,5,5
4.414063,5,5,5,0,0,5,5,5
4.418946,5,5,5,0,0,5,5,5
4.423829,0,0,0,5,0,5,5,5
4.428711,0,0,0,5,0,5,5,5
4.433594,0,0,0,5,0,5,5,5
4.438477,0,0,0,5,0,5,5,5
4.443360,5,0,0,5,0,5,5,5
4.448243,5,0,0,5,0,5,5,5
4.453125,5,0,0,5,0,5,5,5
4.458008,5,0,0,5,0,5,5,5
4.462891,5,0,0,5,0,5,5,5
4.467774,0,5,0,5,0,5,5,5
4.472657,0,5,0,5,0,5,5,5
4.477539,5,5,0,5,0,5,5,5
4.482422,5,5,0,5,0,5,5,5
4.487305,5,5,0,5,0,5,5,5
4.492188,5,5,0,5,0,5,5,5
4.497071,0,0,5,5,0,5,5,5
4.501954,0,0,5,5,0,5,5,5
4.506836,0,0,5,5,0,5,5,5
4.511719,0,0,5,5,0,5,5,5
4.516602,0,0,5,5,0,5,5,5
4.521485,5,0,5,5,0,5,5,5
4.526368,5,0,5,5,0,5,5,5
4.531250,5,0,5,5,0,5,5,5
4.536133,5,0,5,5,0,5,5,5
4.541016,0,5,5,5,0,5,5,5
4.545899,0,5,5,5,0,5,5,5
4.550782,0,5,5,5,0,5,5,5
4.555664,5,5,5,5,0,5,5,5
4.560547,5,5,5,5,0,5,5,5
4.565430,5,5,5,5,0,5,5,5
4.570313,5,5,5,5,0,5,5,5
4.575196,0,0,0,0,5,5,5,5
4.580079,0,0,0,0,5,5,5,5
4.584961,0,0,0,0,5,5,5,5
4.589844,0,0,0,0,5,5,5,5
4.594727,0,0,0,0,5,5,5,5
4.599610,5,0,0,0,5,5,5,5
4.604493,5,0,0,0,5,5,5,5
4.609375,5,0,0,0,5,5,5,5
4.614258,5,0,0,0,5,5,5,5
4.619141,0,5,0,0,5,5,5,5
4.624024,0,5,0,0,5,5,5,5
4.628907,0,5,0,0,5,5,5,5
4.633790,5,5,0,0,5,5,5,5
4.638672,5,5,0,0,5,5,5,5
4.643555,5,5,0,0,5,5,5,5
4.648438,5,5,0,0,5,5,5,5
4.653321,0,0,5,0,5,5,5,5
4.658204,0,0,5,0,5,5,5,5
4.663086,0,0,5,0,5,5,5,5
4.667969,0,0,5,0,5,5,5,5
4.672852,0,0,5,0,5,5,5,5
4.677735,5,0,5,0,5,5,5,5
4.682618,5,0,5,0,5,5,5,5
4.687500,5,0,5,0,5,5,5,5
4.692383,0,5,5,0,5,5,5,5
4.697266,0,5,5,0,5,5,5,5
4.702149,0,5,5,0,5,5,5,5
4.707032,0,5,5,0,5,5,5,5
4.711915,5,5,5,0,5,5,5,5
4.716797,5,5,5,0,5,5,5,5
4.721680,5,5,5,0,5,5,5,5
4.726563,5,5,5,0,5,5,5,5
4.731446,0,0,0,5,5,5,5,5
4.736329,0,0,0,5,5,5,5,5
4.741211,0,0,0,5,5,5,5,5
4.746094,0,0,0,5,5,5,5,5
4.750977,5,0,0,5,5,5,5,5
4.755860,5,0,0,5,5,5,5,5
4.760743,5,0,0,5,5,5,5,5
4.765625,5,0,0,5,5,5,5,5
4.770508,0,5,0,5,5,5,5,5
4.775391,0,5,0,5,5,5,5,5
4.780274,0,5,0,5,5,5,5,5
4.785157,5,5,0,5,5,5,5,5
4.790040,5,5,0,5,5,5,5,5
4.794922,5,5,0,5,5,5,5,5
4.799805,5,5,0,5,5,5,5,5
4.804688,0,0,5,5,5,5,5,5
4.809571,0,0,5,5,5,5,5,5
4.814454,0,0,5,5,5,5,5,5
4.819336,0,0,5,5,5,5,5,5
4.824219,0,0,5,5,5,5,5,5
4.829102,5,0,5,5,5,5,5,5
4.833985,5,0,5,5,5,5,5,5
4.838868,5,0,5,5,5,5,5,5
4.843750,0,5,5,5,5,5,5,5
4.848633,0,5,5,5,5,5,5,5
4.853516,0,5,5,5,5,5,5,5
4.858399,0,5,5,5,5,5,5,5
4.863282,5,5,5,5,5,5,5,5
4.868165,5,5,5,5,5,5,5,5
4.873047,5,5,5,5,5,5,5,5
4.877930,5,5,5,5,5,5,5,5
4.882813,5,5,5,5,5,5,5,5
4.887696,5,5,5,5,5,5,5,5
4.892579,5,5,5,5,5,5,5,5
4.897461,5,5,5,5,5,5,5,5
4.902344,5,5,5,5,5,5,5,5
